__quarterly__,FS_ODX_PN_XDC,FSGL_PT,FS_ODX_CRT_XDC,FS_ODX_A_XDC,FSERE_PT,FSANL_PT,FS_ODX_INAET_XDC,FSKRTC_PT,FSKRC_PT,FS_ODX_L_S_XDC,FS_ODX_AFL_XDC,FS_ODX_ANF_XDC,FS_ODX_IIN_XDC,FSCD_PT,FS_ODX_ENI_XDC,FS_ODX_INI_XDC,FSKNL_PT,FSLE_PT,FSFC_PT,FSLT_PT,FS_ODX_LF_XDC,FS_ODX_LDC_XDC,FS_ODX_AFLS_XDC,FS_ODX_LDO_XDC,FS_ODX_LDL_XDC,FS_ODX_IG_XDC,FS_ODX_EP_XDC,FS_ODX_ALB_XDC,FSNERA_XDC,FSSNO_PT,FS_ODX_AF_XDC,FSEIM_PT,FSLS_PT,FSDERE_XDC,FSPE_PT,FS_ODX_INIGL_XDC,FS_ODX_AFL_FX_XDC,FS_ODX_LD_XDC,FS_ODX_II_XDC,FSFCD_PT,FS_ODX_B_XDC,FS_ODX_EI_XDC,FS_ODX_INIF_XDC,FSTI_PT,FS_ODX_EO_XDC,FS_ODX_AFD_XDC,FSKA_PT,FS_ODX_CR_XDC,FS_ODX_LDD_XDC,FSERA_PT,FS_ODX_AFF_XDC,FS_ODX_CT2_XDC,FS_ODX_ARW_XDC,FS_ODX_L_FX_XDC,FS_ODX_L_XDC,FSENE_PT,FS_ODX_CT1_XDC,FS_ODX_AFLG_XDC,FS_ODX_AFC_XDC,FSGA_PT,FSDERA_XDC,FS_ODX_TI_XDC,FS_ODX_RE_XDC,FS_ODX_AFO_XDC,FS_ODX_AFE_XDC,FS_ODX_AFLNP_XDC,FS_ODX_INIO_XDC,FS_ODX_AFLG_ODX_XDC,FS_ODX_AFLG_ODX_RES_XDC,FS_ODX_AFLG_CB_XDC,FS_ODX_AFLG_GG_XDC,FS_ODX_AFLG_NODX_XDC,FS_ODX_AFLG_NFC_XDC,FS_ODX_AFLG_NRES_XDC,FS_ODX_AFLG_ODS_XDC,FS_ODX_AFLG_OFM_XDC,FS_ODX_ONOBS_FX_XDC,FS_ODX_ARW_FSKRC_XDC,FS_ODX_AFLG_NODX_FSCD_XDC,FS_ODX_VLE_XDC,FS_ODX_CT1_FSLE_XDC,FS_ODX_AFLNP_FSPN_XDC,FS_ODX_INIGL_FSTI_XDC,FS_ODX_EP_FSPE_XDC,FS_ODX_INBT_XDC,FS_ODX_IG_FSENE_XDC,FS_ODX_ALB_FSLT_XDC,FS_ODX_AFLNP_FSANL_XDC,FSNERAB_XDC,FS_ODX_LF_FSGL_XDC,FS_ODX_A_FSLT_XDC,FS_ODX_IG_FSTI_XDC,FS_ODX_LDCDC_FSCD_XDC,FS_ODX_VLE_FSLE_XDC,FS_ODX_CRT_FSKNL_XDC,FS_ODX_AFLG_FSANL_XDC,FS_ODX_AFLG_FSFC_XDC,FS_ODX_ARW_FSKRTC_XDC,FS_ODX_CRT_FSGL_XDC,FS_ODX_LDCDC_XDC,FS_ODX_L_FX_FSFCD_XDC,FS_ODX_CRT_FSKRC_XDC,FSNERAB_FSERE_XDC,FSDERA_FSERA_XDC,FS_ODX_ENI_FSPE_XDC,FS_ODX_ENI_FSENE_XDC,FS_ODX_ALB_FSLS_XDC,FS_ODX_AFLS_FSPN_XDC,FSNKNL_FSKNL_XDC,FS_ODX_CRT_FSSNO_XDC,FS_ODX_CT1_FSKRTC_XDC,FSDKA_FSKA_XDC,FSPN_PT,FS_ODX_IIN_FSEIM_XDC,FSNERA_FSERA_XDC,FS_ODX_IG_FSEIM_XDC,FSNSNO_FSSNO_XDC,FS_ODX_AFL_FX_FSFC_XDC,FS_ODX_ON_FX_XDC,FSDERE_FSERE_XDC,FS_ODX_L_S_FSLS_XDC,FS_ODX_CRT_FSGA_XDC,FS_ODX_CT1_FSKA_XDC,FSDFCD_FSFCD_XDC,FS_ODX_AFF_FSGA_XDC,FS_ODX_HQLA_XDC,FS_ODX_SD_XDC,FS_ODX_INIP_XDC,,__eof__
2011Q2,880543130000,4.36498062119555,43815334040960,331391206370000,16.4586917977872,2.81711155822787,3746454969999.99,13.8015887762979,17.4064396484889,167737442640000,201867504860000,10047932000000,7028489610000,,6792455920000.01,5512440970000,-9.3567262003925,5.7762156936129,6.89638411812328,20.9610020045144,1912530840000,194005790810000,10070202490000,22169826100000,27939921540000,12540930580000,2849347630000,69462917410000,9735863059999.98,1.06929226964389,321343274370000,56.0444024880329,41.4116945606963,45525549855714.3,41.9487099152201,3138554370000,14616038390000,281830210320000,10823265830000,10.1093019900915,331391206510000,3794776220000,2277156070000,25.0264870695106,3943108290000.01,69431643450000,10.4834512903192,47648465350000,37714671870000,3.0546705119139,2119327220000,9074098340760,251719104686430,28470161390000,283742741160000,54.1622958254188,34741235700200,211937707350000,20012470440000,4.83695324111596,318720563217143,1121476560000,3746454969999.99,14625651140000,13286677260000,5970521650000,96730530000.0002,,,,,,,,,,,251719104686430,,2006728708670,34741235700200,5970521650000,3138554370000,2849347630000,4867931529999.99,12540930580000,69462917410000,5970521650000,7492909939999.98,1912530840000,331391206370000,12540930580000,,2006728708670,43815334040960,211937707350000,211937707350000,251719104686430,43815334040960,194005790810000,28470161390000,43815334040960,7492909939999.98,318720563217143,6792455920000.01,6792455920000.01,69462917410000,10070202490000,-4099680840000,43815334040960,34741235700200,331391206370000,168.665370973071,7028489610000,9735863059999.98,12540930580000,468513979818.632,14616038390000,468513979818.632,45525549855714.3,167737442640000,43815334040960,34741235700200,281623413940000,2119327220000,,,,,__eof__
2011Q3,1455767200000,6.97042830725234,45552765196600,346811544970000,15.787183631441,2.82233464890347,5506096440000,13.43215749093,17.0725181589446,168969414490000,213628476320000,10436197610000,10858676710000,,10349371310000,8118623820000,-8.90498983430049,5.67957534809221,7.59561794437826,20.0390892338984,3175222840000,199315357160000,10378701300000,22967187690000,30888140950000,18977300530000,4341343930000,69497874970000,9562882693333.33,0.68937788321492,336375347360000,57.2192904508953,41.1304467023013,46502670086000,41.9479000217647,4182207840000,17014729380000,294494506130000,16938599700000,11.0291586361528,346811545390000,6079922990000,3494206680000,22.0379491455522,6008027380000,71499353540000,10.334022215561,49141816420000,41323820330000,2.94094279381814,3249722320000,9713183093270,266819251691550,32472049590000,297669728970000,54.535529400714,35839582103330,224007177620000,18658201350000,7.13397376860572,325163845874000,1666065580000,5506096440000,15526063980000,13813529850000,6322232190000,442209300000.001,,,,,,,,,,,266819251691550,,2035536070000,35839582103330,6322232190000,4182207840000,4341343930000,7172162020000,18977300530000,69497874970000,6322232190000,7341461920000,3175222840000,346811544970000,18977300530000,,2035536070000,45552765196600,224007177620000,224007177620000,266819251691550,45552765196600,199315357160000,32472049590000,45552765196600,7341461920000,325163845874000,10349371310000,10349371310000,69497874970000,10378701300000,-4056469110000,45552765196600,35839582103330,346811544970000,164.161976151654,10858676710000,9562882693333.33,18977300530000,314030688458.184,17014729380000,314030688458.184,46502670086000,168969414490000,45552765196600,35839582103330,294420006650000,3249722320000,,,,,__eof__
2011Q4,1992621700000,3.62573764205463,46963762359680,363262412250000,15.5770960693206,2.49554384848147,7395416019999.99,13.3600413630895,16.8781367470681,178665890830000,225112354750000,9898213220000,14933069060000,,14126760980000,10639801950000,-10.2744732695068,5.26236324094633,7.7208224215516,21.5106997902726,1702782810000,215642417040000,10710337910000,22276800780000,32790086000000,25572871010000,5823239590000,78140286950000,9453488329999.99,1.15173704772329,353364199030000,58.3941828594865,43.7354251485809,47476217563846.2,41.2213358620866,5283502710000,18207451330000,309615494860000,23620274660000,10.5769658572,363262412170000,8687205600000,4745994600000,20.6605770151265,8303521390000.01,72673259620000,10.233535978431,51944134500000,38906191040000,2.8424555043941,1833910490000,9789172705960,278252055090370,32734055850000,311318277670000,55.2412006241923,37174589653720,235822692660000,23449726490000,3.90494798085955,332581752480769,2058072310000,7395416019999.99,16275863470000,14019084210000,5885058700000,610304640000.003,,,,,,,,,,,278252055090370,,1956261940910,37174589653720,5885058700000,5283502710000,5823239590000,9453488329999.99,25572871010000,78140286950000,5885058700000,7395416020000,1702782810000,363262412250000,25572871010000,,1956261940910,46963762359680,235822692660000,235822692660000,278252055090370,46963762359680,215642417040000,32734055850000,46963762359680,7395416020000,332581752480769,14126760980000,14126760980000,78140286950000,10710337910000,-4825279210000,46963762359680,37174589653720,363262412250000,181.992031957132,14933069060000,9453488329999.99,25572871010000,540899050101.16,18207451330000,540899050101.16,47476217563846.2,178665890830000,46963762359680,37174589653720,309484367180000,1833910490000,,,,,__eof__
2012Q1,752020600000.001,3.04091375689823,51252823808780,372259487580000,18.3442803945704,2.77953247951512,2453087860000,14.4823133795754,18.0177922748603,179621765300000,229596577450000,10087672140000,4184863280000,,3764808300000,3439603560000,-8.51963764238874,5.00234061420286,6.69648231108234,21.8332452527576,1558554170000,223571319860000,11055559170000,24602689590000,28847870970000,7624466840000,1541103790000,81276326900000,12430551760000,0.299137061967299,362171815440000,54.8872907157925,45.2485959951759,53489977415000,40.9344558127966,2280326500000,16115227760000,316388017850000,7151031840000,9.44366806235187,372259487570000,2966168560000,1203075800000,29.9080125581607,2223704510000,76906729820000,11.0664515787678,54312915550000,39366137430000,3.39250507946168,1811096240000,10056907868370,284456736024710,29854784960000,317946572020000,49.3779877203847,41195915940410,240652136620000,22475386490000,3.53365162231265,366412178282500,654550080000,2453087860000,17589424580000,13792600860000,6689004300000,-43798740000,,,,,,,,,,,284456736024710,,2060760034480,41195915940410,6689004300000,2280326500000,1541103790000,3107637940000,7624466840000,81276326900000,6689004300000,9812351440000,1558554170000,372259487580000,7624466840000,,2060760034480,51252823808780,240652136620000,240652136620000,284456736024710,51252823808780,223571319860000,29854784960000,51252823808780,9812351440000,366412178282500,3764808300000,3764808300000,81276326900000,11055559170000,-4366554870000,51252823808780,41195915940410,372259487580000,165.279594303744,4184863280000,12430551760000,7624466840000,153316191316.861,16115227760000,153316191316.861,53489977415000,179621765300000,51252823808780,41195915940410,316135475780000,1811096240000,,,,,__eof__
2012Q2,1730538730000,2.51394631314719,51946982048520,384046898590000,15.1609859594696,2.85449212535074,4121950120000,14.2364498370952,17.7869317346764,190453871240000,237684833960000,11090080720000,8548262570000,,7694773760000,6306907780000,-8.22856120112522,5.30125322842165,6.43912597614136,21.5928607663437,1305919240000,227371448930000,11384143560000,24335584400000,26726701380000,14855170350000,3195310090000,82926712090000,10859715720000,0.419304486115972,372956817870000,57.5440225093077,43.5416258803687,54375752751428.6,41.5257184897402,3702059760000,16037865230000,326821442310000,14626385290000,8.51792890942384,384046898810000,6078122720000,2446318660000,24.9210185597098,4499463670000,75854122930000,10.8262168844586,55919537260000,48387707600000,2.92447634762068,1573017580000,10369231869130,292051393817670,27815666870000,328127361550000,51.7986235008069,41577750179390,249068977520000,26316612270000,3.02812120737015,371338811778571,1307907740000,4121950120000,17610930640000,13917300490000,7109654350000,158529360000,,,,,,,,,,,292051393817670,,2204141823690,41577750179390,7109654350000,3702059760000,3195310090000,5429857860000,14855170350000,82926712090000,7109654350000,8243900240000,1305919240000,384046898590000,14855170350000,,2204141823690,51946982048520,249068977520000,249068977520000,292051393817670,51946982048520,227371448930000,27815666870000,51946982048520,8243900240000,371338811778571,7694773760000,7694773760000,82926712090000,11384143560000,-4274489210000,51946982048520,41577750179390,384046898590000,160.122320995816,8548262570000,10859715720000,14855170350000,217816026131.303,16037865230000,217816026131.303,54375752751428.6,190453871240000,51946982048520,41577750179390,326554343970000,1573017580000,,,,,__eof__
2012Q3,2790372090000,2.07652367272885,55726231547330,400532052580000,14.1417688672789,2.90025474425371,5864829020000,14.0578293451488,18.4481776840306,191771565990000,245481523880000,11973079270000,13065763190000,,11789471830000,9306816350000,-7.56177908140264,5.4248605421663,6.75234574004299,22.114801764163,1157168390000,238057833640000,11672001850000,24884664690000,26758172400000,22372579540000,4860989430000,88576869430000,10390314160000,0.455387752969305,388558973310000,58.4007899788207,46.1887396980525,55295572287000,41.231613257097,5233408060000,17363895140000,341617902970000,22426774330000,9.68703387020616,400532052510000,9361011140000,3690383960000,23.3920637119344,6928482400000,81432681780000,10.6019851829008,57756981150000,51917232240000,2.75216033688376,1354916820000,13261882680030,302069030891700,33073486010000,342775071360000,52.6960773965361,42464348867300,257153525730000,27227231120000,2.43138066648061,377533024539000,1927906600000,5864829020000,18497863570000,14564756140000,7458107330000,383024329999.999,,,,,,,,,,,302069030891700,,2303631706190,42464348867300,7458107330000,5233408060000,4860989430000,7792735620000,22372579540000,88576869430000,7458107330000,7819772026666.67,1157168390000,400532052580000,22372579540000,,2303631706190,55726231547330,257153525730000,257153525730000,302069030891700,55726231547330,238057833640000,33073486010000,55726231547330,7819772026666.67,377533024539000,11789471830000,11789471830000,88576869430000,11672001850000,-4213894520000,55726231547330,42464348867300,400532052580000,156.500856498132,13065763190000,10390314160000,22372579540000,253770433657.858,17363895140000,253770433657.858,55295572287000,191771565990000,55726231547330,42464348867300,341420154540000,1354916820000,,,,,__eof__
2012Q4,3921811090000,2.99652073327649,56986260800300,413813064760000,13.8437888833215,2.758458591123,7791212100000,13.7369381478212,18.0800229646505,205272317470000,256807981220000,11828712010000,17730359970000,,15977906330000,12458810800000,-8.32327926659654,5.39140243717585,7.53689108258248,21.6099530839762,1707605120000,254607401420000,12162566820000,24041020110000,27799286790000,30189170770000,6616261940000,89424809150000,10289453350000,0.650140169690591,401984352750000,58.7308611590593,43.5639886820439,56279477863076.9,41.4088166706633,6970378920000.01,20272017250000,351208097060000,30441214760000,9.40329214131182,413813064880000,12710854790000,5027246690000,23.0890042429609,9361644390000.01,78838972160000,10.4630169388251,60897362700000,44760388740000,2.67662002571983,1868171550000,13688929739390,315189095233550,33010024860000,352915702180000,52.9259529906591,43297331060910,268970548040000,29001388100000,3.27828414035926,384419650571538,2498241250000,7791212100000,18719895170000,16747944550000,7419441190000,461185190000,,,,,,,,,,,315189095233550,,2334333362050,43297331060910,7419441190000,6970378920000.01,6616261940000,10289453350000,30189170770000,89424809150000,7419441190000,7791212100000,1707605120000,413813064760000,30189170770000,,2334333362050,56986260800300,268970548040000,268970548040000,315189095233550,56986260800300,254607401420000,33010024860000,56986260800300,7791212100000,384419650571538,15977906330000,15977906330000,89424809150000,12162566820000,-4743125630000,56986260800300,43297331060910,413813064760000,163.928340538541,17730359970000,10289453350000,30189170770000,370490572667.393,20272017250000,370490572667.393,56279477863076.9,205272317470000,56986260800300,43297331060910,351047530630000,1868171550000,,,,,__eof__
2013Q1,1130854180000,1.97394492253118,62873350002520,427822977060000,18.7059833862713,3.12762748753977,2884760270000,14.6176452742156,19.6302507790255,206263402400000,261334988030000,11924042870000,4767263100000,,4105683930000,4186046380000,-6.26617185157478,5.59943774047046,8.0564818849145,22.4735262843342,1241085300000,262425609650000,12504429040000,27011619340000,27581537690000,8953309480000,1688686740000,96146909200000,14867085480000,0.58011898696939,415898934190000,53.2458205610916,46.6136542310814,61686364420000,41.1304613017301,2645097550000,22061823030000,365051503990000,8031636290000,9.59907000280274,427822977020000,3264373190000,1207709180000,29.5432382395431,2416997190000,84502902020000,10.9434451702144,61530387730000,48032737310000,3.54703723182381,1327661440000,16054777082380,320288063103600,35033238910000,366292589290000,45.856606868905,46818572920140,273839417070000,31108043520000,2.11164418620415,419140948017500,832011100000,2884760270000,20222405190000,17402933990000,8564676880000,333239650000,,,,,,,,,,,320288063103600,,2621576841640,46818572920140,8564676880000,2645097550000,1688686740000,3716771370000,8953309480000,96146909200000,8564676880000,11539041080000,1241085300000,427822977060000,8953309480000,,2621576841640,62873350002520,273839417070000,273839417070000,320288063103600,62873350002520,262425609650000,35033238910000,62873350002520,11539041080000,419140948017500,4105683930000,4105683930000,96146909200000,12504429040000,-3939752160000,62873350002520,46818572920140,427822977060000,146.000009284647,4767263100000,14867085480000,8953309480000,364740241108.338,22061823030000,364740241108.338,61686364420000,206263402400000,62873350002520,46818572920140,364964927850000,1327661440000,,,,,__eof__
2013Q2,2308465570000,3.1329588068846,63129105165820,444907652190000,13.2911399885837,2.94206346521634,4108352690000,14.1503342687893,18.8928882055464,215951313330000,273011642480000,12871645890000,9710431910000,,8383414480000,6287545920000,-7.06020617319502,5.04930548251175,8.26133211194352,21.6461340473578,1977808860000,271297567390000,12867799600000,26683620880000,31799890660000,15997977830000,3447287500000,96305306780000,10612195560000,1.00075965464904,432036006300000,60.6978707758342,44.5958421344878,61820922712857.1,41.1203276209719,2984467050000,23617450150000,381061289440000,16010622220000,10.7174176997221,444907652190000,6300190310000,2542636940000,18.6552768213206,4936126980000,87588446040000,10.6274263123683,61868553890000,51280210510000,2.48004781525455,1915632980000,15846872271240,334142162272930,40846593730000,383039098300000,52.4029634812914,47282232894580,285879442080000,31647122540000,3.03446876835692,427902861175714,1197745090000,4108352690000,20052548240000,17820614020000,8410754620000,760441930000,,,,,,,,,,,334142162272930,,2387424377800,47282232894580,8410754620000,2984467050000,3447287500000,5306097780000,15997977830000,96305306780000,8410754620000,8216705380000,1977808860000,444907652190000,15997977830000,,2387424377800,63129105165820,285879442080000,285879442080000,334142162272930,63129105165820,271297567390000,40846593730000,63129105165820,8216705380000,427902861175714,8383414480000,8383414480000,96305306780000,12867799600000,-4457044980000,63129105165820,47282232894580,444907652190000,152.992212724903,9710431910000,10612195560000,15997977830000,631770614840.49,23617450150000,631770614840.49,61820922712857.1,215951313330000,63129105165820,47282232894580,381123465320000,1915632980000,,,,,__eof__
2013Q3,3437837940000,2.3613463771544,60886921288210,458343874250000,13.0274261259613,2.94342635681618,6128065620000,12.7391868078206,17.6492308636649,229012517620000,282238867460000,14237943640000,14734808820000,,12757743430000,9448736050000,-7.42481461429285,5.39802507987765,7.70587897764974,21.3754122775865,1437751110000,278563114380000,13217275000000,26214735550000,33254103280000,24183544870000,5222668030000,97972892770000,10650618000000,0.76397949846711,444105930610000,60.9290693287845,42.7805841305872,62719635337000,40.9372398704839,4720235710000,22767492770000,390603305920000,24011262430000,10.477785007722,458343873960000,9276453610000,3894604740000,19.5183780350395,7535075400000,91924170960000,9.58845215513426,66302816930000,52571352710000,2.44467778668534,1526609560000,16938838199760,344983425955180,40917264230000,392041057030000,52.7538187580852,43948083088450,295456142460000,28064750600000,2.50728650373657,435665512159000,1859897880000,6128065620000,20234124680000,20117407350000,8696533970000,833895599999.999,,,,,,,,,,,344983425955180,,2372328547240,43948083088450,8696533970000,4720235710000,5222668030000,7987963500000,24183544870000,97972892770000,8696533970000,8170754160000,1437751110000,458343874250000,24183544870000,,2372328547240,60886921288210,295456142460000,295456142460000,344983425955180,60886921288210,278563114380000,40917264230000,60886921288210,8170754160000,435665512159000,12757743430000,12757743430000,97972892770000,13217275000000,-4520741030000,60886921288210,43948083088450,458343874250000,151.983250402919,14734808820000,10650618000000,24183544870000,465163595889.731,22767492770000,465163595889.731,62719635337000,229012517620000,60886921288210,43948083088450,390514447470000,1526609560000,,,,,__eof__
2013Q4,4721289630000,2.05325773728292,60128039825810,473456681280000,12.1829086227288,2.7753536292828,7805827669999.98,11.9709252117096,16.9633576168269,241649209230000,290605307960000,16086938320000,19957563310000,,17442672060000,12579946900000,-8.49395236364867,4.97754361243891,7.29559678201722,21.3822252874978,1234583630000,292808372890000,13548593400000,24914511130000,34055564970000,32537510210000,7062463860000,101235574230000,10373548520000,0.614186739409009,457369742960000,61.3370942680989,41.8936087366397,64071954503846.2,40.4895754257505,6137515189999.99,22189842240000,402311539130000,32213577560000,10.2081518787361,473456681240000,12256014250000,5358836540000,18.862891322624,10380208200000,87724276070000,8.96216006550681,69910558480000,50533090140000,2.33835422649259,1419335780000,17696094208660,354458363632950,41049713160000,403546122760000,53.607888088005,42431945617150,304153901360000,33986625030000,2.36052228562879,443626051283077,2567720850000,7805827669999.98,20700264920000,22933933200000,8441346340000,1083595170000,,,,,,,,,,,354458363632950,,2112068598700,42431945617150,8441346340000,6137515189999.99,7062463860000,10373548520000,32537510210000,101235574230000,8441346340000,7805827669999.98,1234583630000,473456681280000,32537510210000,,2112068598700,60128039825810,304153901360000,304153901360000,354458363632950,60128039825810,292808372890000,41049713160000,60128039825810,7805827669999.98,443626051283077,17442672060000,17442672060000,101235574230000,13548593400000,-5107247060000,60128039825810,42431945617150,473456681280000,160.502754587842,19957563310000,10373548520000,32537510210000,369298447276.693,22189842240000,369298447276.693,64071954503846.2,241649209230000,60128039825810,42431945617150,402126786980000,1419335780000,,,,,__eof__
2014Q1,1133125970000,2.79975745294161,63631780250400,492077083350000,15.1963886306387,3.00331921198104,2682067190000,12.7940452883151,17.4470183191016,249695820890000,299167656660000,16731283970000,5213304270000,,4394518010000,3827812400000,-7.077764982022,4.93517719451417,7.69428560503349,21.9510356334094,1781535510000,303316119100000,13906318710000,27706128940000,35081871850000,9041116670000,1765434590000,108016015910000,14053890760000,0.510810268782667,475345799380000,57.6621722767792,43.2590403495719,70597488790000,40.1735659287923,2183929700000,24088805820000,417879372900000,8280051960000,10.7431498829258,492077083620000,3066747690000,1379545700000,24.1555305579305,2629083420000,95594185070000,9.48260369619385,72416175210000,51775253010000,2.91463179648661,2009664790000,16970060556530,364714354548100,44868899090000,419660908410000,48.605920821504,46661719693870,313073975370000,33216503830000,3.15827214340332,482184088465000,831405500000,2682067190000,21964649910000,23393139120000,9402610850000,264337000000,,,,,,,,,,,364714354548100,,2302838548900,46661719693870,9402610850000,2183929700000,1765434590000,3513472690000,9041116670000,108016015910000,9402610850000,10728268760000,1781535510000,492077083350000,9041116670000,,2302838548900,63631780250400,313073975370000,313073975370000,364714354548100,63631780250400,303316119100000,44868899090000,63631780250400,10728268760000,482184088465000,4394518010000,4394518010000,108016015910000,13906318710000,-4503707860000,63631780250400,46661719693870,492077083350000,147.898481941322,5213304270000,14053890760000,9041116670000,325037667728.264,24088805820000,325037667728.264,70597488790000,249695820890000,63631780250400,46661719693870,417651243620000,2009664790000,,,,,__eof__
2014Q2,2397479090000,2.48864900858105,62842288109230,495963263920000,12.5991743497267,3.03949564225471,4520432410000.01,12.1947745617576,16.8029462700315,251719001570000,311030664790000,16873401250000,10597078860000,,8875423299999.99,6766744490000,-7.16571530968587,4.38589800327494,7.14714076500925,20.4833955416478,1563923980000,306756466880000,14394379500000,27807566540000,33896732270000,17363823350000,3605340010000,101590117090000,12181841920000,1.07182054404144,479089862670000,61.0296398805508,40.3585412528935,71757597514285.7,40.6216119292023,3869293620000,23258586000000,421441454640000,16814121890000,10.0808591278394,495963264170000,6217043030000,2750184840000,22.2836499888718,5270083289999.99,86369306110000,9.19582753341721,72957885550000,52980688950000,2.49622679481404,2028510460000,17234361730040,373995649925460,42438085040000,423005378620000,51.1144528546473,45607926379190,325425044290000,35542872010000,3.22793857612906,488010221880000,1570488550000,4520432410000.01,21937516080000,22180993220000,9891280040000,147266030000,,,,,,,,,,,373995649925460,,2000317132400,45607926379190,9891280040000,3869293620000,3605340010000,6090920960000.01,17363823350000,101590117090000,9891280040000,9040864820000.02,1563923980000,495963263920000,17363823350000,,2000317132400,62842288109230,325425044290000,325425044290000,373995649925460,62842288109230,306756466880000,42438085040000,62842288109230,9040864820000.02,488010221880000,8875423299999.99,8875423299999.99,101590117090000,14394379500000,-4503099460000,62842288109230,45607926379190,495963263920000,145.525952574284,10597078860000,12181841920000,17363823350000,673556554300.435,23258586000000,673556554300.435,71757597514285.7,251719001570000,62842288109230,45607926379190,420976868160000,2028510460000,,,,,__eof__
2014Q3,3662368390000,3.41012691978854,65517334180000,505515761750000,12.1843265055952,3.06808618319883,6628506770000,12.089263890056,17.1383150159439,254316256770000,317182296530000,17539786430000,16093070320000,,13498293050000,10014474460000,-6.92669147302599,4.70612232777818,7.09204959382678,20.4526721426209,2234224250000,311987291950000,14721271100000,28242194150000,34449660580000,26107544780000,5464431290000,103391481380000,11929177786666.7,0.80253857488741,487975975320000,61.6414544362988,40.6546882582916,72535884709000,40.4823874378694,4649205000000,23538765620000,428486401320000,25594064170000,11.1613312727704,505515761770000,9500993850000,4239676530000,17.8078982117138,8033861760000,86763878640000,9.142253373072,74795136200000,53807254640000,2.42430535167633,2165031340000,19301802400000,382285738820000,47832509560000,430720625570000,51.7026521020871,46215531780000,331903567630000,36569999780000,3.30451683832537,492065810869000,2318376570000,6628506770000,22204369380000,23090399650000,10183087500000,1125592930000,,,,,,,,,,,382285738820000,,2174959460000,46215531780000,10183087500000,4649205000000,5464431290000,8946883340000,26107544780000,103391481380000,10183087500000,8838009026666.67,2234224250000,505515761750000,26107544780000,,2174959460000,65517334180000,331903567630000,331903567630000,382285738820000,65517334180000,311987291950000,47832509560000,65517334180000,8838009026666.67,492065810869000,13498293050000,13498293050000,103391481380000,14721271100000,-4538183600000,65517334180000,46215531780000,505515761750000,144.565890256762,16093070320000,11929177786666.7,26107544780000,525801880032.394,23538765620000,525801880032.394,72535884709000,254316256770000,65517334180000,46215531780000,428555594230000,2165031340000,,,,,__eof__
2014Q4,5176487400000,8.15699668488713,68940663055790,530381186320000,12.4833824268924,2.91526084121936,9198109329999.97,11.6773900204616,16.9984328198497,260660272070000,332184054760000,17351344470000,21744714330000,,18641498880000,14119451500000,-7.54302951190322,4.91598021114165,8.35225590030329,19.801659526934,5623487600000,318419489500000,15331190420000,28416073840000,39744431590000,35864165830000,7384140110000,105024276710000,12046179550000,0.820268110294974,513029841850000,60.6307544780834,40.2916316613818,73682829023846.2,39.6113003441062,5399215459999.99,29025362570000,445834781950000,34706656380000,12.8968082465774,530381186300000,12961942050000,5704843250000,15.0546244002798,11257358770000,94492357330000,8.92944050877698,78922916750000,59254787020000,2.4126866724066,5268693030000,21580590553600,405570700466490,57544214100000,451458269550000,51.9780634752881,47360072502190,347515245180000,33298883400000,7.64235909036199,499284871416154,2848070220000,9198109329999.97,23616522090000,24169331240000,10130975860000,3015392790000,,,,,,,,,,,405570700466490,,2328211792190,47360072502190,10130975860000,5399215459999.99,7384140110000,12046179550000,35864165830000,105024276710000,10130975860000,9198109329999.97,5623487600000,530381186320000,35864165830000,,2328211792190,68940663055790,347515245180000,347515245180000,405570700466490,68940663055790,318419489500000,57544214100000,68940663055790,9198109329999.97,499284871416154,18641498880000,18641498880000,105024276710000,15331190420000,-5200214560000,68940663055790,47360072502190,530381186320000,151.32984849497,21744714330000,12046179550000,35864165830000,565498274072.554,29025362570000,565498274072.554,73682829023846.2,260660272070000,68940663055790,47360072502190,446189576520000,5268693030000,,,,,__eof__
